Bike Name,Price,Model Year,Mileage,City
Yamaha YBR 125G  2018 ,PKR 2.5 lacs,2018,"37,000 km",Karachi
Crown CR 70 Jazba  2021 ,"PKR 60,000",2021,"10,000 km",Karachi
Honda CG 125  2005 ,"PKR 95,000",2005,"10,000 km",Hyderabad
Honda CG 125  2018 ,"PKR 95,000",2018,"10,000 km",Multan
Honda CG 125S  2025 ,PKR 2.6 lacs,2025,900 km,Multan
Honda CG 125  2021 ,PKR 1.38 lacs,2021,"40,000 km",Karachi
Yamaha ATV Blaster  2010 ,PKR 10 lacs,2010,"2,000 km",Karachi
Chinese Bikes 70  2019 ,"PKR 39,500",2019,"50,000 km",Lahore
Honda CG 125  2024 ,PKR 2.1 lacs,2024,"8,100 km",Gujrat
CF MOTO 450MT  2022 ,PKR 22.5 lacs,2022,"4,000 km",Sahiwal
Honda CD 70  2020 ,"PKR 85,000",2020,"52,000 km",Lahore
Yamaha  YZ125  2022 ,PKR 2.35 lacs,2022,12 km,Karachi
Honda CRF 250L  2014 ,PKR 1.3 lacs,2014,"12,345 km",Mirpur A.K.
Honda CG 125  2024 ,PKR 2 lacs,2024,"10,000 km",Lahore
Yamaha Royale YB 100  2003 ,PKR 1.5 lacs,2003,"52,370 km",Khushab
Chinese Bikes 70  2012 ,"PKR 55,000",2012,"10,000 km",Karachi
Road Prince 70 Passion Plus  2021 ,"PKR 65,000",2021,"17,000 km",Hyderabad
Eagle ES 70  2018 ,"PKR 60,000",2018,"5,050 km",Rawalpindi
Super Power SP 70  2019 ,"PKR 48,000",2019,111 km,Karachi
Honda CG 125  2025 ,PKR 2.31 lacs,2025,600 km,Lahore
Suzuki GS 150  2013 ,PKR 1.45 lacs,2013,"100,000 km",Rawalpindi
Suzuki GS 150 SE  2022 ,PKR 3.2 lacs,2022,"33,000 km",Lahore
Suzuki GD 110  2024 ,PKR 3.35 lacs,2024,"19,000 km",Sukkur
Honda CG 125  2022 ,PKR 1.83 lacs,2022,"9,000 km",Lahore
Yamaha YBR 125  2019 ,PKR 2.75 lacs,2019,"34,500 km",Peshawar
Union Star 70 Deluxe  2019 ,"PKR 85,000",2019,"15,000 km",Rawalpindi
Honda CG 125 Special Edition  2020 ,PKR 1.4 lacs,2020,"25,000 km",Faisalabad
Honda CG 125  2016 ,PKR 1.15 lacs,2016,"30,000 km",Karachi
Road Prince 70 Passion Plus  2020 ,"PKR 42,000",2020,1 km,Lahore
United US 70  2022 ,"PKR 72,000",2022,"123,456 km",Rawalpindi
Honda CG 125  2018 ,PKR 1.35 lacs,2018,"12,000 km",Lahore
Honda CG 125  2022 ,PKR 2 lacs,2022,"45,937 km",Lahore
Honda CB 150F  2024 ,PKR 4.25 lacs,2024,"9,540 km",Lahore
Yamaha YB 125Z-DX  2025 ,PKR 4.54 lacs,2025,1 km,Rawalpindi
Yamaha YB 125Z   2022 ,PKR 2.35 lacs,2022,"20,000 km",Karachi
Honda CG 125  2024 ,PKR 1.85 lacs,2024,"8,446 km",Karachi
Hi Speed SR 70  2022 ,"PKR 65,000",2022,"50,000 km",Islamabad
Honda CD 70  2022 ,PKR 1.2 lacs,2022,"10,000 km",Lahore
Hi Speed Infinity 150  2024 ,PKR 3.55 lacs,2024,"3,300 km",Chakwal
Honda CD 70  2008 ,"PKR 78,000",2008,"122,000 km",Faisalabad
Road Prince Classic 70  2019 ,"PKR 65,000",2019,"50,000 km",Attock
Super Star CD 70  2021 ,"PKR 60,000",2021,"10,000 km",Karachi
Honda CD 70  2024 ,PKR 1.5 lacs,2024,"16,000 km",Islamabad
Honda CD 70  2021 ,"PKR 85,000",2021,"50,000 km",Lahore
Yamaha YBR 125  2019 ,PKR 2.75 lacs,2019,"50,000 km",Jhelum
Honda Pridor  2018 ,PKR 1.25 lacs,2018,"47,000 km",Rawalpindi
Union Star US 70cc  2012 ,"PKR 49,999",2012,"10,000 km",Wah cantt
Suzuki GS 150  2022 ,PKR 4 lacs,2022,"24,000 km",Karachi
Chinese Bikes Other  2018 ,PKR 4.5 lacs,2018,"4,000 km",Sialkot
Honda CG 125  2016 ,"PKR 85,000",2016,"20,000 km",Lahore
Honda CG 125  2021 ,PKR 1.5 lacs,2021,"25,450 km",Faisalabad
Ravi Piaggio Storm 125  2014 ,PKR 1.28 lacs,2014,"35,800 km",Lahore
Honda CG 125  2014 ,PKR 1.02 lacs,2014,"2,013 km",Mansehra
Honda CG 125  2013 ,"PKR 95,000",2013,"2,013 km",Abbottabad
Suzuki GD 110S  2022 ,PKR 2.9 lacs,2022,"14,000 km",Karachi
Honda CG 125  2024 ,PKR 2.28 lacs,2024,"8,000 km",Swabi
Honda Pridor  2024 ,PKR 1.95 lacs,2024,"7,800 km",Karachi
Honda CD 70  2025 ,PKR 1.55 lacs,2025,100 km,Lahore
Ravi Humsafar 70  2016 ,"PKR 42,000",2016,"15,000 km",Islamabad
Honda CD 70  2024 ,PKR 1.45 lacs,2024,"3,000 km",Lahore
Honda CG 125  2009 ,"PKR 85,000",2009,"65,000 km",Islamabad
Unique Xtreme UD 70  2020 ,"PKR 60,000",2020,"6,000 km",Wah cantt
Honda CD 70  2013 ,"PKR 52,000",2013,"10,000 km",Lahore
Yamaha YB 125Z   2023 ,PKR 3.3 lacs,2023,"13,600 km",Sialkot
Honda CG 125  2019 ,PKR 1.4 lacs,2019,"30,000 km",Gujranwala
Honda CD 70  2021 ,"PKR 95,000",2021,"7,164 km",Sialkot
Union Star US 70cc  2024 ,PKR 1.05 lacs,2024,"3,000 km",Islamabad
Honda CG 125S GOLD  2024 ,PKR 2.85 lacs,2024,"1,100 km",Gujranwala
Kawasaki GTO 125  1993 ,"PKR 65,000",1993,900 km,Karachi
Yamaha YBR 125G  2018 ,PKR 2.75 lacs,2018,"27,500 km",Lahore
Yamaha YB 125Z   2022 ,PKR 2.75 lacs,2022,"42,400 km",Lahore
Honda CG 125  2021 ,PKR 1.8 lacs,2021,"19,590 km",Lahore
Suzuki GS 150  2022 ,PKR 3.65 lacs,2022,"18,500 km",Karachi
Honda CD 70  2024 ,PKR 1.38 lacs,2024,"2,023 km",Hyderabad
Honda CG 125  2015 ,PKR 1 lacs,2015,"100,000 km",Lahore
Honda CD 70  2023 ,PKR 1.35 lacs,2023,"2,023 km",Hyderabad
Yamaha Other  1980 ,PKR 2.5 lacs,1980,"50,000 km",Lahore
Super Power SP 70  2019 ,"PKR 51,500",2019,"40,000 km",Karachi
United US 70  2023 ,"PKR 72,000",2023,"26,300 km",Multan
Kawasaki GTO 125  1992 ,PKR 3.25 lacs,1992,"35,000 km",Lahore
Honda CD 70  2021 ,"PKR 80,000",2021,"6,800 km",Karachi
Harley Davidson Low Rider  2020 ,PKR 8.5 lacs,2020,"3,000 km",Lahore
United US 100  2019 ,"PKR 75,000",2019,"31,627 km",Lahore
Honda CG 125  2018 ,PKR 1.18 lacs,2018,"100,000 km",Lahore
Express E-70  2025 ,PKR 2.05 lacs,2025,"3,000 km",Mirpur A.K.
Yamaha YBR 125  2016 ,PKR 2.15 lacs,2016,"43,000 km",Multan
Suzuki GS 150  2017 ,PKR 2.7 lacs,2017,"123,454 km",Islamabad
Honda CG 125  2022 ,PKR 1.6 lacs,2022,"20,000 km",Lahore
Honda CG 125  2025 ,PKR 2.3 lacs,2025,"1,100 km",Kamalia
Union Star US 70cc  2024 ,PKR 1.25 lacs,2024,"6,000 km",Rawalpindi
Kawasaki Ninja ZX300  2018 ,PKR 4.15 lacs,2018,"10,000 km",Faisalabad
Union Star US 70cc  2013 ,"PKR 40,000",2013,"50,000 km",Rawalpindi
Honda CD 70  2022 ,PKR 1.25 lacs,2022,"25,627 km",Lahore
Honda CG 125  2007 ,"PKR 90,000",2007,"35,000 km",Lahore
Super Power SP 70  2009 ,"PKR 38,000",2009,"50,000 km",Karachi
Honda CD 70  2025 ,PKR 1.45 lacs,2025,"15,048 km",Lahore
Super Star CD 70  2010 ,"PKR 40,000",2010,"4,000 km",Karachi
Honda CG 125 Special Edition  2023 ,PKR 2.5 lacs,2023,"21,982 km",Bahawalpur
Yamaha YBR 125G  2024 ,PKR 4.4 lacs,2024,"2,500 km",Lahore
Honda CG 125  2020 ,PKR 1.4 lacs,2020,"80,000 km",Lahore
United US 100  2014 ,"PKR 35,000",2014,"10,000 km",Rawalpindi
Honda CG 125  2020 ,"PKR 48,000",2020,"10,000 km",Lahore
Honda CG 125  2025 ,PKR 2.4 lacs,2025,"3,500 km",Karachi
BMW S1000RR  2013 ,PKR 52.9 lacs,2013,"27,000 km",Lahore
Yamaha YB 125Z   2021 ,PKR 2.42 lacs,2021,"15,000 km",Hyderabad
Honda CG 125  2011 ,PKR 1.25 lacs,2011,"25,876 km",Islamabad
Honda CD 70  2022 ,PKR 1.2 lacs,2022,"10,000 km",Pattoki
United US 125 Euro II  2024 ,PKR 1.6 lacs,2024,"5,000 km",Karachi
Union Star US 70cc  2022 ,"PKR 72,000",2022,"1,000 km",Karachi
Honda CD 70  2025 ,PKR 1.61 lacs,2025,4 km,Rawalpindi
Yamaha YBR 125  2015 ,PKR 2.2 lacs,2015,"70,000 km",Rawalpindi
Honda CD 70  2019 ,"PKR 90,000",2019,45 km,Lahore
Unique Xtreme UD 70  2025 ,PKR 1.12 lacs,2025,244 km,Karachi
Honda CG 125  2021 ,PKR 1.58 lacs,2021,"18,000 km",Lahore
Yamaha YB 125Z   2019 ,PKR 2.25 lacs,2019,"21,000 km",Bahawalnagar
Suzuki GS 150 SE  2020 ,PKR 3 lacs,2020,"25,977 km",Karachi
Honda CG 125  2023 ,PKR 2.6 lacs,2023,"10,000 km",Burewala
Honda CG 125  2014 ,"PKR 80,000",2014,"13,500 km",Karachi
Suzuki GS 150  2017 ,PKR 2.25 lacs,2017,"60,000 km",Karachi
Suzuki GS-125  2006 ,PKR 1.25 lacs,2006,"10,000 km",Karachi
Super Power SP 70  2016 ,"PKR 49,999",2016,"20,000 km",Karachi
Pak Hero RF 70  2004 ,"PKR 75,000",2004,"60,000 km",Karachi
Honda CG 125  2015 ,PKR 1 lacs,2015,"40,000 km",Lahore
Yamaha YB 125Z   2019 ,PKR 2.25 lacs,2019,"21,646 km",Bahawalnagar
Honda CBR 150R  2023 ,PKR 3.7 lacs,2023,"28,548 km",Mansehra
Honda CD 70  1987 ,"PKR 50,000",1987,"100,000 km",Bahawalpur
Honda CG 125 Special Edition  2021 ,PKR 1.8 lacs,2021,"18,000 km",Karachi
Chinese Bikes Other  2025 ,PKR 2.05 lacs,2025,550 km,Lahore
Yamaha Other  2025 ,PKR 2.7 lacs,2025,70 km,Lahore
Honda CG 125  2023 ,PKR 2.35 lacs,2023,"5,500 km",Karachi
Unique Xtreme UD 70  2022 ,"PKR 72,000",2022,"10,000 km",Faisalabad
United US 70  2014 ,"PKR 50,000",2014,"85,000 km",Faisalabad
Road Prince 70 Passion Plus  2021 ,"PKR 60,000",2021,"30,000 km",Lahore
Honda CD 70  2023 ,PKR 1.3 lacs,2023,"15,974 km",Lahore
Honda CG 125  2023 ,PKR 1.8 lacs,2023,"20,000 km",Karachi
Honda Pridor  2022 ,PKR 1.8 lacs,2022,"10,000 km",Islamabad
Honda CG 125  2024 ,PKR 2.15 lacs,2024,"4,500 km",Sialkot
Honda CD 70  2022 ,PKR 1.14 lacs,2022,"15,000 km",Arifwala
Honda CG 125  2013 ,"PKR 65,000",2013,"555,555 km",Okara
Suzuki GS 150  2014 ,PKR 1.5 lacs,2014,"95,000 km",Lahore
Suzuki GS 150  2014 ,PKR 1.5 lacs,2014,"50,000 km",Lahore
Suzuki GS 150  2017 ,PKR 2.3 lacs,2017,"49,000 km",Islamabad
Metro T9 Pro  2025 ,PKR 2.75 lacs,2025,"1,000 km",Lahore
United US 125 Euro II  2017 ,"PKR 75,000",2017,"1,000 km",Karachi
DYL YB 100   1984 ,"PKR 55,000",1984,40 km,Faisalabad
Yamaha YBR 125G  2021 ,PKR 2.95 lacs,2021,"19,000 km",Karachi
Honda CG 125  2008 ,PKR 1.35 lacs,2008,"8,000 km",Taxila
Honda CD 70 Dream  2023 ,PKR 1.48 lacs,2023,"13,428 km",Islamabad
United US 70  2019 ,"PKR 35,000",2019,"35,000 km",Karachi
Suzuki GS 150  2023 ,PKR 3.6 lacs,2023,"4,700 km",Lahore
United US 70  2020 ,"PKR 70,000",2020,"5,000 km",Rawalpindi
Honda CG 125  2021 ,PKR 2.1 lacs,2021,"9,000 km",Fateh Jang
Honda CD 70  2021 ,"PKR 65,000",2021,"6,000 km",Sialkot
Honda CG 125  2020 ,PKR 1.6 lacs,2020,"25,000 km",Rawalpindi
Honda CG 125  2018 ,PKR 1 lacs,2018,"10,000 km",Faisalabad
Hi Speed SR 70  2018 ,"PKR 50,000",2018,"10,000 km",Multan
Honda CG 125  2014 ,PKR 1.5 lacs,2014,"48,500 km",Rawalpindi
Honda CG 125 Special Edition  2023 ,PKR 2.45 lacs,2023,"10,500 km",Lahore
Honda CG 125  2016 ,PKR 1.1 lacs,2016,"15,000 km",Karachi
Road Prince 70 Passion Plus  2023 ,"PKR 95,000",2023,"10,000 km",Lahore
Suzuki GS 150 SE  2022 ,PKR 3.85 lacs,2022,"15,035 km",Lahore
Honda CG 125  2019 ,PKR 1.15 lacs,2019,"29,000 km",Faisalabad
Honda Pridor  2024 ,PKR 1.89 lacs,2024,"6,500 km",Lahore
Honda CG 125  2016 ,"PKR 95,000",2016,"50,000 km",Lahore
Unique Xtreme UD 70  2019 ,"PKR 49,000",2019,"5,000 km",Hyderabad
Honda CD 70  1991 ,"PKR 22,000",1991,"60,000 km",Jhelum
Union Star US 70cc  2021 ,"PKR 75,000",2021,"20,000 km",Rawalpindi
Honda CG 125  2004 ,"PKR 70,000",2004,1 km,Lahore
OVERDRIVE Raptor 300  2025 ,PKR 16 lacs,2025,870 km,Lahore
Honda CD 70  2012 ,"PKR 55,000",2012,"50,000 km",Rawalpindi
CF MOTO 250CL-X  2024 ,PKR 12.99 lacs,2024,"1,290 km",Lahore
Honda CG 125  2020 ,PKR 1.7 lacs,2020,"32,000 km",Islamabad
Super Power SP 70  2018 ,"PKR 50,000",2018,"10,000 km",Multan
Honda CG 125  2024 ,PKR 2.04 lacs,2024,"3,000 km",Lahore
Honda CD 70 Dream  2023 ,PKR 1.48 lacs,2023,"13,428 km",Islamabad
Honda CG 125  2025 ,PKR 2.33 lacs,2025,600 km,Multan
Pak Hero RF 70  2016 ,"PKR 45,000",2016,"50,000 km",Quetta
Honda CG 125  2023 ,PKR 1.75 lacs,2023,"75,000 km",Lala musa
Suzuki GD 110S  2018 ,PKR 2.2 lacs,2018,"100,000 km",Karachi
Yamaha YB 125Z-DX  2024 ,PKR 3.45 lacs,2024,"19,500 km",Lahore
Honda CG 125  2018 ,PKR 1.2 lacs,2018,"15,000 km",Lahore
Metro MR 70  2011 ,"PKR 50,000",2011,"32,000 km",Lahore
Honda CG 125  2024 ,PKR 2.15 lacs,2024,"9,050 km",Sahiwal
Honda CD 100 Euro 2  2023 ,PKR 1.75 lacs,2023,"26,000 km",Charsadda
Super Power SP 70  2012 ,"PKR 35,000",2012,1 km,Lahore
Suzuki Raider 110  2013 ,"PKR 75,000",2013,"12,000 km",Lahore
Honda CG 125  2024 ,PKR 2.05 lacs,2024,"3,000 km",Lahore
Unique Xtreme UD 70  2017 ,"PKR 45,000",2017,"10,000 km",Karachi
Road Prince 70 Passion Plus  2017 ,"PKR 45,000",2017,"70,000 km",Taxila
Honda CG 125  2017 ,PKR 1.5 lacs,2017,"58,000 km",Islamabad
Honda CD 70  2019 ,"PKR 95,000",2019,"10,000 km",Islamabad
Honda CG 125  2015 ,"PKR 95,000",2015,"50,000 km",Lahore
United US 70  2023 ,"PKR 82,000",2023,"10,000 km",Rawalpindi
United US 125 Euro II  2019 ,"PKR 90,000",2019,"50,000 km",Karachi
Yamaha YB 125Z   2019 ,PKR 1.8 lacs,2019,"40,000 km",Gujrat
Honda CG 125  1988 ,PKR 1 lacs,1988,"8,000 km",Karachi
Honda CD 70  2019 ,PKR 1 lacs,2019,65 km,Liaqat Pur
United US 70  2016 ,"PKR 20,000",2016,"481,046 km",Sargodha
DYL YB 100   2006 ,"PKR 70,000",2006,"55,038 km",Gujrat
Chinese Bikes Other  2025 ,PKR 2.85 lacs,2025,1 km,Lahore
Chinese Bikes Other  2024 ,PKR 1 lacs,2024,1 km,Lahore
Lifan V16S  2025 ,PKR 13.25 lacs,2025,"2,000 km",Gujranwala
Bionic 70 cc  2022 ,"PKR 72,000",2022,"3,800 km",Charsadda
Honda CG 125  2020 ,PKR 1.6 lacs,2020,"70,000 km",Lahore
Super Star CD 70  2021 ,PKR 1.05 lacs,2021,"12,345 km",Karachi
Honda CD 70  2024 ,PKR 1.37 lacs,2024,"2,800 km",Jaranwala
Super Power SP 70  2019 ,"PKR 45,000",2019,"15,000 km",Islamabad
United US 70  2021 ,"PKR 55,000",2021,"11,000 km",Rawalpindi
Honda CG 125  2023 ,PKR 1.94 lacs,2023,"10,000 km",Karachi
Super Power SP 70  2017 ,"PKR 50,000",2017,40 km,Karachi
Honda CG 125  2016 ,PKR 1.2 lacs,2016,"100,000 km",Rawalpindi
Union Star US 70cc  2019 ,"PKR 60,000",2019,"20,000 km",Rawalpindi
Suzuki DR-Z125  1900 ,"PKR 21,000",1900,"10,000 km",Karachi
Suzuki GS 150  2015 ,PKR 1.75 lacs,2015,"20,000 km",Rawalpindi
Suzuki GS 150  2018 ,PKR 2.42 lacs,2018,"95,000 km",Karachi
Honda CG 125  2025 ,PKR 2.32 lacs,2025,"4,527 km",Bahawalpur
Ducati Streetfighter S  2025 ,PKR 12.5 lacs,2025,"2,100 km",Rawalpindi
Honda CG 125  2020 ,PKR 1.45 lacs,2020,"12,000 km",Peshawar
United US 70  2021 ,"PKR 65,000",2021,"8,000 km",Lahore
Honda CG 125  2021 ,PKR 1.7 lacs,2021,"12,500 km",Karachi
Honda CG 125  2024 ,PKR 1.95 lacs,2024,"10,000 km",Pak pattan sharif
Honda CG 125  2002 ,"PKR 64,999",2002,"18,000 km",Faisalabad
Hi Speed SR 70  2025 ,"PKR 90,000",2025,1 km,Karachi
Honda Pridor  2018 ,"PKR 75,000",2018,"50,000 km",Multan
Honda CD 70  2021 ,PKR 1.35 lacs,2021,"4,700 km",Dera Ghazi Khan
Honda CG 125  2017 ,PKR 1.1 lacs,2017,"60,000 km",Okara
Honda CG 125  2021 ,PKR 1.44 lacs,2021,"12,345 km",Lahore
Pak Hero RF 70  2011 ,"PKR 39,000",2011,"231,325 km",Rawalpindi
Honda CG 125  2025 ,PKR 2.8 lacs,2025,"2,800 km",Gujranwala
Super Star Alexa EV  2025 ,PKR 1.6 lacs,2025,1 km,Rawalpindi
Honda CG 125  2001 ,"PKR 75,000",2001,"60,000 km",Okara
Honda CD 70  2017 ,"PKR 65,000",2017,"15,000 km",Sialkot
Honda CD 70  2021 ,"PKR 97,000",2021,"12,000 km",Lahore
Super Star Alexa EV  2025 ,PKR 1.6 lacs,2025,1 km,Rawalpindi
Honda CD 70  2021 ,PKR 1.2 lacs,2021,"10,000 km",Karachi
Suzuki GD 110S  2022 ,PKR 2.9 lacs,2022,"10,000 km",Lahore
Honda CG 125  2022 ,PKR 1.79 lacs,2022,"9,000 km",Lahore
United US 70  2021 ,"PKR 68,000",2021,"20,000 km",Abbottabad
Road Prince 70 Passion Plus  2022 ,"PKR 58,000",2022,"6,500 km",Lahore
Hi Speed CDI SR-70CC EURO-2  2022 ,"PKR 72,000",2022,"50,000 km",Charsadda
Honda CD 70  2016 ,"PKR 82,000",2016,"10,000 km",Karachi
Chinese Bikes 70  2018 ,"PKR 45,000",2018,"40,000 km",Gujranwala
Honda CD 70  2021 ,"PKR 96,000",2021,"7,000 km",Lahore
Yamaha YD-100 Junoon  2008 ,"PKR 50,000",2008,"40,000 km",Lahore
Super Star CD 70  2020 ,"PKR 62,000",2020,"10,000 km",Karachi
Yamaha Royale YB 100  2011 ,PKR 1 lacs,2011,"41,000 km",Multan
Honda CB 150F  2022 ,PKR 3.65 lacs,2022,"24,500 km",Islamabad
Honda CD 70  2006 ,"PKR 50,000",2006,"100,000 km",Lahore
Honda CD 70 Dream  2025 ,PKR 1.65 lacs,2025,"2,000 km",Sargodha
Honda CG 125  2024 ,PKR 2 lacs,2024,"4,000 km",Sialkot
Honda CG 125  2011 ,PKR 1.75 lacs,2011,"40,000 km",Islamabad
Yamaha YBR 125  2023 ,PKR 3.9 lacs,2023,"21,000 km",Sargodha
Hi Speed CDI SR-70CC EURO-2  2025 ,PKR 1.02 lacs,2025,"1,200 km",Rawalpindi
Honda CD 70  2024 ,PKR 1.5 lacs,2024,"3,605 km",Havali Lakhan
Honda CB 150F  2018 ,PKR 2.5 lacs,2018,"10,000 km",Mansehra
Honda CD 70  2023 ,PKR 1.3 lacs,2023,"8,000 km",Gujrat
Chinese Bikes Other  2025 ,PKR 15 lacs,2025,1 km,Rawalpindi
Honda CG 125  2024 ,PKR 2.1 lacs,2024,"8,000 km",Faisalabad
Honda CD 70  2022 ,PKR 1.35 lacs,2022,"20,000 km",Lahore
Honda CG 125  2022 ,PKR 1.8 lacs,2022,"8,000 km",Lahore
Ravi Humsafar 70  2014 ,"PKR 25,000",2014,"38,000 km",Bahawalpur
Yamaha Other  2015 ,"PKR 85,000",2015,"85,000 km",Lahore
United US 70  2022 ,"PKR 75,000",2022,"10,000 km",Attock
Super Star CD 70  2013 ,"PKR 42,500",2013,"12,345 km",Rawalpindi
Honda CG 125  2023 ,PKR 1.8 lacs,2023,"20,000 km",Renala khurd
Yamaha Royale YB 100  1992 ,"PKR 70,000",1992,"90,000 km",Mansehra
Honda Pridor  2022 ,PKR 1.6 lacs,2022,"30,000 km",Sargodha
Unique Xtreme UD 70  2021 ,"PKR 80,000",2021,"12,345 km",Abbottabad
ZXMCO ZX 70 City Rider  2019 ,"PKR 68,000",2019,"24,980 km",Haripur
Honda CG 125  2015 ,PKR 1.1 lacs,2015,"50,000 km",Swabi
Honda CG 125  2025 ,PKR 2.8 lacs,2025,"2,800 km",Gujranwala
Honda CG 125  2021 ,PKR 1.45 lacs,2021,"35,000 km",Lahore
Honda CG 125  2018 ,PKR 1.2 lacs,2018,"33,000 km",Khanewal
Honda CD 70  2021 ,PKR 1.05 lacs,2021,"20,000 km",Faisalabad
Honda CG 125  2018 ,PKR 1.65 lacs,2018,"34,000 km",Rawalpindi
Honda CD 70  2020 ,"PKR 69,000",2020,"12,000 km",Wah cantt
Honda CG 125  2021 ,PKR 1.65 lacs,2021,"10,000 km",Nowshera
Hi Speed SR 200  2020 ,PKR 3.5 lacs,2020,"23,000 km",Rawalpindi
Union Star 70 Deluxe  2019 ,"PKR 85,000",2019,"15,000 km",Rawalpindi
Honda CG 125  2020 ,PKR 1.63 lacs,2020,"10,000 km",Karachi
Suzuki GS 150  2021 ,PKR 3.5 lacs,2021,"35,200 km",Lahore
Honda CD 70  2021 ,PKR 1.2 lacs,2021,"10,000 km",Karachi
Super Star 100 cc  2021 ,"PKR 62,000",2021,"30,000 km",Karachi
Honda CG 125  2023 ,PKR 1.8 lacs,2023,"12,354 km",Karachi
Crown EV-1000  2025 ,PKR 1.7 lacs,2025,"1,000 km",Sheikhupura
Suzuki GD 110S  2022 ,PKR 2.8 lacs,2022,"28,000 km",Karachi
Suzuki GS 150  2014 ,PKR 1.3 lacs,2014,"4,000 km",Gujranwala
Honda CG 125  2024 ,PKR 2.04 lacs,2024,"9,050 km",Sahiwal
Honda CG 125  2024 ,PKR 2.02 lacs,2024,"6,100 km",Gujranwala
Yamaha YBR 125  2020 ,PKR 3 lacs,2020,"35,000 km",Faisalabad
Hi Speed SR 70  2024 ,"PKR 80,000",2024,"8,000 km",Karachi
Honda CD 70  2022 ,PKR 1.35 lacs,2022,"23,000 km",Islamabad
Unique UD 125  2015 ,"PKR 65,000",2015,"10,000 km",Karachi
United US 70  2023 ,"PKR 75,000",2023,"35,000 km",Rawalpindi
Honda CD 70  2021 ,PKR 1.02 lacs,2021,"4,696 km",Gujranwala
Honda CG 125  2020 ,PKR 1.5 lacs,2020,"30,000 km",Sheikhupura
Honda CD 70  2013 ,"PKR 57,000",2013,50 km,Lahore
Honda CG 125  2017 ,PKR 1 lacs,2017,"25,000 km",Sargodha
Honda CG 125  2015 ,PKR 1.2 lacs,2015,"25,000 km",Sangla Hills
Honda CG 125  2024 ,PKR 2.18 lacs,2024,"8,000 km",Sadiqabad
Honda CD 70  2019 ,"PKR 48,500",2019,"11,000 km",Gujranwala
Honda CD 70  2025 ,PKR 1.5 lacs,2025,"7,800 km",Karachi
Honda CD 70  2021 ,PKR 1.05 lacs,2021,"15,000 km",Sahiwal
Super Star CD 70  2020 ,"PKR 55,000",2020,"121,212 km",Karachi
Vespa 150cc  2018 ,PKR 11 lacs,2018,"22,000 km",Lahore
Honda CD 70  2021 ,PKR 1.4 lacs,2021,"156,990 km",Islamabad
United US 70  2025 ,"PKR 98,000",2025,"2,500 km",Haripur
Honda CD 70  2021 ,"PKR 45,000",2021,"2,021 km",Karachi
Super Power SP 70  2015 ,"PKR 32,000",2015,"30,000 km",Pind Dadan Khan
Honda CD 70  2024 ,PKR 1.5 lacs,2024,"8,000 km",Peshawar
Super Power SP 70  2015 ,"PKR 38,000",2015,"20,000 km",Hafizabad
Suzuki GS 150  2019 ,PKR 2.3 lacs,2019,"40,000 km",Islamabad
Metro E8S pro  2024 ,PKR 2.7 lacs,2024,"14,000 km",Faisalabad
Toyo 70cc  2019 ,"PKR 27,500",2019,"50,000 km",Mandi bahauddin
BMW Other  2009 ,PKR 21 lacs,2009,"8,500 km",Lahore
Chinese Bikes Other  2018 ,PKR 3.85 lacs,2018,"6,500 km",Rawalpindi
Honda CG 125 Special Edition  2023 ,PKR 2.05 lacs,2023,"11,300 km",Karachi
United US 70  2014 ,"PKR 40,000",2014,"15,000 km",Lahore
Honda CB 125F  2023 ,PKR 3.1 lacs,2023,"1,500 km",Karachi
Honda CD 70  2017 ,"PKR 87,000",2017,"15,000 km",Lahore
Honda CG 125  2023 ,PKR 1.85 lacs,2023,"20,000 km",Gujranwala
Honda CB 150F  2024 ,PKR 4.55 lacs,2024,700 km,Faisalabad
Honda CG 125  2025 ,PKR 1.45 lacs,2025,"3,000 km",Nawabshah
Super Asia SA 70  2017 ,"PKR 40,000",2017,"20,000 km",Attock
United US 125 Euro II  2025 ,PKR 1.65 lacs,2025,900 km,Karachi
Union Star US 70cc  2017 ,"PKR 65,000",2017,"30,000 km",Rawalpindi
Pakzon Electric PE-100L  2023 ,PKR 1.2 lacs,2023,"2,000 km",Karachi
Honda CD 70  2022 ,"PKR 95,000",2022,"30,000 km",Lahore
Suzuki GS 150 SE  2020 ,PKR 3.1 lacs,2020,"16,500 km",Karachi
Super Power SP 70  2021 ,PKR 1.3 lacs,2021,"14,000 km",Kasur
Honda CD 70  2022 ,PKR 1.4 lacs,2022,"10,000 km",Lahore
Honda CG 125  2024 ,PKR 2.2 lacs,2024,"62,000 km",Rawalpindi
Hi Speed CDI SR-70CC EURO-2  2017 ,"PKR 55,000",2017,"10,000 km",Rawalpindi
Honda CD 70 Dream  2022 ,PKR 1.1 lacs,2022,"123,456 km",Faisalabad
Honda CG 125  2019 ,PKR 1.6 lacs,2019,"15,000 km",Rawalpindi
Honda CG 125  2024 ,PKR 2.27 lacs,2024,"12,000 km",Islamabad
Honda CD 70  2024 ,PKR 1.45 lacs,2024,"60,547 km",Okara
Super Star CD 70  2011 ,"PKR 33,500",2011,"5,000 km",Karachi
Unique UD 100  2018 ,PKR 1.47 lacs,2018,40 km,Mansehra
Union Star US 70cc  2017 ,"PKR 55,000",2017,"50,000 km",Rawalpindi
Unique UD 100  2018 ,"PKR 60,000",2018,"25,000 km",Islamabad
